#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-05-09T10:52:47 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5af1e13792ae	
#INFO	-out.max=unlimited	
#INFO	queryParameters=34	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:I/345&tab:{I/345/gaia2}&key:source=I/345/gaia2&HTTPPRM:&
#-c=VFTS 682
#-c.eq=J2000
#-c.r=10
#-c.u=arcmin
#-c.geom=r
#-source=I/345/gaia2
#-order=I
#-out.orig=standard
#-out=DR2Name
#-out=RA_ICRS
#-out=e_RA_ICRS
#-out=DE_ICRS
#-out=e_DE_ICRS
#-out=Source
#-out=Plx
#-out=e_Plx
#-out=pmRA
#-out=e_pmRA
#e_pmRA=<0.07
#-out=pmDE
#-out=e_pmDE
#e_pmDE=<0.07
#-out=epsi
#epsi=<1
#-out=Nper
#Nper=>=5
#-out=Gmag
#-out=e_Gmag
#-out=RPmag
#-out=RV
#-out=e_RV
#
#INFO	-c=084.731358-69.074089,rm=10.	
#

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	DR2Name	(a28)	Unique source designation (unique across all Data Releases) (Gaia DR2 NNNNNNNNNNNNNNNNNNN) (designation) (1)	[ucd=meta.id]
#Column	RA_ICRS	(F15.11)	Barycentric right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	e_RA_ICRS	(F7.4)	Standard error of right ascension (e_RA*cosDE) (ra_error)	[ucd=stat.error;pos.eq.ra]
#Column	DE_ICRS	(F15.11)	Barycentric declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	e_DE_ICRS	(F7.4)	Standard error of declination (dec_error)	[ucd=stat.error;pos.eq.dec]
#Column	Source	(I19)	Unique source identifier (unique within a particular Data Release) (source_id) (G2)	[ucd=meta.id;meta.main]
#Column	Plx	(F10.4)	? Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	e_Plx	(F7.4)	? Standard error of parallax (parallax_error)	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	? Proper motion in right ascension direction (pmRA*cosDE) (pmra) (3)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? Standard error of proper motion in right ascension direction (pmra_error)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	? Proper motion in declination direction (pmdec) (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? Standard error of proper motion in declination direction (pmdec_error)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	epsi	(F6.3)	Excess noise of the source (astrometric_excess_noise) (12)	[ucd=stat.value]
#Column	Nper	(I2)	Number of visibility periods used in Astrometric solution (visibility_periods_used)	[ucd=meta.number]
#Column	Gmag	(F7.4)	G-band mean magnitude (Vega) (phot_g_mean_mag) (23)	[ucd=phot.mag;stat.mean;em.opt]
#Column	e_Gmag	(F6.4)	Standard error of G-band mean magnitude (Vega) (added by CDS) (phot_g_mean_mag_error)	[ucd=stat.error;phot.mag;stat.mean]
#Column	RPmag	(F7.4)	? Integrated RP mean magnitude (Vega) (phot_rp_mean_mag) (29)	[ucd=phot.mag;stat.mean;em.opt.R]
#Column	RV	(F7.2)	? Spectroscopic radial velocity in the solar barycentric reference frame (radial_velocity)	[ucd=spect.dopplerVeloc.opt;pos.barycenter]
#Column	e_RV	(F5.2)	? Radial velocity error (radial_velocity_error) (30)	[ucd=stat.error;spect.dopplerVeloc.opt;pos.barycenter]
DR2Name|RA_ICRS|e_RA_ICRS|DE_ICRS|e_DE_ICRS|Source|Plx|e_Plx|pmRA|e_pmRA|pmDE|e_pmDE|epsi|Nper|Gmag|e_Gmag|RPmag|RV|e_RV
Gaia DR2 4657678525440370816|084.45838846705| 0.0275|-69.16662136909| 0.0295|4657678525440370816|   -0.1387| 0.0291|    1.744| 0.054|    0.784| 0.059| 0.228|18|14.0093|0.0004|13.8595|       |
Gaia DR2 4657678525440372352|084.46393014906| 0.0231|-69.16296688755| 0.0242|4657678525440372352|   -0.0136| 0.0234|    1.674| 0.045|    0.736| 0.047| 0.193|18|13.4691|0.0005|13.3988|       |
Gaia DR2 4657678559800108288|084.46267844111| 0.0328|-69.15940693854| 0.0322|4657678559800108288|   -0.0981| 0.0326|    1.669| 0.064|    0.912| 0.063| 0.135|17|12.8740|0.0007|12.8206|       |
Gaia DR2 4657678559800465152|084.45135715006| 0.0251|-69.15419900519| 0.0195|4657678559800465152|   -0.0487| 0.0204|    1.833| 0.049|    0.917| 0.039| 0.081|15|13.6940|0.0014|13.4910|       |
Gaia DR2 4657678559800465024|084.44915882344| 0.0344|-69.15409733029| 0.0273|4657678559800465024|   -0.0426| 0.0283|    1.529| 0.068|    0.883| 0.055| 0.188|15|14.1218|0.0004|13.9430|       |
Gaia DR2 4657678559800466304|084.46640207660| 0.0330|-69.15576227694| 0.0271|4657678559800466304|    0.0201| 0.0268|    1.663| 0.068|    0.741| 0.051| 0.142|15|14.5090|0.0006|14.3596|       |
Gaia DR2 4657678731598942336|084.81221071333| 0.0173|-69.19746863593| 0.0189|4657678731598942336|    0.5377| 0.0183|    2.732| 0.034|   14.290| 0.034| 0.000|19|14.0155|0.0003|13.4497|       |
Gaia DR2 4657678903397865856|084.71907919194| 0.0324|-69.19011932142| 0.0338|4657678903397865856|   -0.0067| 0.0327|    1.694| 0.064|    0.657| 0.065| 0.148|17|15.5203|0.0010|14.3449|       |
Gaia DR2 4657678937757603072|084.66156430342| 0.0332|-69.18895743267| 0.0349|4657678937757603072|    0.0170| 0.0335|    1.766| 0.068|    0.702| 0.066| 0.000|17|15.7892|0.0009|14.8109|       |
Gaia DR2 4657679006476824064|084.72653098820| 0.0315|-69.18615943464| 0.0344|4657679006476824064|   -0.0443| 0.0333|    1.494| 0.062|    0.499| 0.066| 0.000|18|15.8155|0.0009|15.1991|       |
Gaia DR2 4657679315714483456|084.82570708635| 0.0252|-69.14677069427| 0.0263|4657679315714483456|    0.5826| 0.0265|    1.862| 0.047|    3.823| 0.047| 0.000|18|14.9336|0.0004|14.4020|       |
Gaia DR2 4657679384433945344|084.78053651583| 0.0308|-69.12946394353| 0.0366|4657679384433945344|   -0.0923| 0.0338|    1.692| 0.061|    0.691| 0.062| 0.103|17|15.3562|0.0006|15.1149|       |
Gaia DR2 4657679350074204288|084.75203149685| 0.0248|-69.14484363714| 0.0253|4657679350074204288|    0.9180| 0.0257|    2.883| 0.046|   -9.259| 0.046| 0.000|18|14.8756|0.0005|14.3074|       |
Gaia DR2 4657679453131840896|084.70083676503| 0.0272|-69.13636409262| 0.0284|4657679453131840896|   -0.0463| 0.0281|    1.524| 0.054|    0.619| 0.059| 0.089|17|14.8696|0.0007|14.4929|       |
Gaia DR2 4657679487513112960|084.66195467287| 0.0367|-69.13738176632| 0.0298|4657679487513112960|    0.0181| 0.0325|    1.696| 0.064|    0.673| 0.056| 0.000|16|12.4812|0.0017|11.9236|       |
Gaia DR2 4657679453153409792|084.72833070294| 0.0216|-69.14565505605| 0.0232|4657679453153409792|   -0.0667| 0.0231|    1.732| 0.043|    0.801| 0.045| 0.105|17|13.9595|0.0009|13.7344|       |
Gaia DR2 4657679521872862592|084.68736401885| 0.0217|-69.13521046281| 0.0228|4657679521872862592|    0.0169| 0.0221|    1.672| 0.043|    0.657| 0.043| 0.000|17|14.4006|0.0010|13.8970|       |
Gaia DR2 4657679487513124736|084.67981066807| 0.0308|-69.14321216666| 0.0337|4657679487513124736|    0.4156| 0.0320|    2.194| 0.062|    6.308| 0.068| 0.143|17|15.2553|0.0009|14.7032|       |
Gaia DR2 4657679487513122048|084.67601178942| 0.0229|-69.14231902263| 0.0244|4657679487513122048|   -0.0183| 0.0235|    1.770| 0.045|    0.575| 0.049| 0.000|17|14.7563|0.0013|14.1844|       |
Gaia DR2 4657679453153411840|084.73669234959| 0.0231|-69.14473271598| 0.0232|4657679453153411840|   -0.0068| 0.0236|    1.925| 0.044|    0.690| 0.044| 0.019|17|14.8188|0.0006|14.3570|       |
Gaia DR2 4657679453153392128|084.70092156806| 0.0279|-69.13489324204| 0.0288|4657679453153392128|    0.5128| 0.0281|   -2.446| 0.054|    4.990| 0.055| 0.069|17|15.0892|0.0012|14.5037|       |
Gaia DR2 4657679659311708544|084.67475028034| 0.0283|-69.10826514396| 0.0284|4657679659311708544|   -0.0329| 0.0265|    1.931| 0.055|    0.778| 0.054| 0.077|15|14.9988|0.0009|14.3616|       |
Gaia DR2 4657679624951968640|084.66185447952| 0.0194|-69.11376103741| 0.0212|4657679624951968640|    0.0156| 0.0220|    1.810| 0.040|    0.640| 0.041| 0.000|14|13.6432|0.0009|13.2163|       |
Gaia DR2 4657679624951967232|084.66048950955| 0.0275|-69.11293062533| 0.0316|4657679624951967232|    0.5194| 0.0290|    2.585| 0.053|    4.739| 0.063| 0.052|16|15.2328|0.0013|14.4075|       |
Gaia DR2 4657679586261960064|084.70720131044| 0.0238|-69.11195848088| 0.0267|4657679586261960064|    0.0217| 0.0262|    1.745| 0.045|    0.768| 0.050| 0.170|16|13.0349|0.0011|12.7329|       |
Gaia DR2 4657679590592243328|084.71332932086| 0.0221|-69.11144379076| 0.0246|4657679590592243328|   -0.0117| 0.0230|    1.636| 0.043|    0.623| 0.047| 0.082|16|14.3029|0.0011|13.2046|       |
Gaia DR2 4657679586261967616|084.73883242185| 0.0172|-69.11937851460| 0.0190|4657679586261967616|   -0.0525| 0.0176|    1.742| 0.033|    0.855| 0.034| 0.000|18|13.7023|0.0048|13.0671|       |
Gaia DR2 4657679556232617216|084.72683096987| 0.0261|-69.13347805904| 0.0302|4657679556232617216|   -0.0405| 0.0277|    1.622| 0.051|    0.495| 0.058| 0.127|16|14.4215|0.0013|14.0356|       |
Gaia DR2 4657679655028521472|084.67392207536| 0.0250|-69.10696528049| 0.0251|4657679655028521472|   -0.0256| 0.0251|    1.610| 0.044|    0.393| 0.047| 0.111|15|14.2098|0.0007|13.7885|       |
Gaia DR2 4657679556232613632|084.72073050975| 0.0218|-69.12927703695| 0.0216|4657679556232613632|   -0.0204| 0.0206|    1.725| 0.044|    0.655| 0.042| 0.000|16|14.2429|0.0007|13.9293|       |
Gaia DR2 4657679659311801600|084.67776542356| 0.0226|-69.10997021571| 0.0237|4657679659311801600|   -0.0211| 0.0219|    1.665| 0.045|    0.674| 0.045| 0.000|17|14.7171|0.0010|14.3330|       |
Gaia DR2 4657679556232623744|084.73263700162| 0.0216|-69.13956970481| 0.0242|4657679556232623744|   -0.0091| 0.0212|    1.684| 0.044|    0.704| 0.046| 0.000|17|14.3411|0.0009|14.0205|       |
Gaia DR2 4657679556232618496|084.72541860917| 0.0238|-69.13547528368| 0.0247|4657679556232618496|   -0.0148| 0.0251|    1.781| 0.047|    0.736| 0.048| 0.071|17|14.5184|0.0007|14.1493|       |
Gaia DR2 4657679551902226304|084.72780670657| 0.0266|-69.12912237657| 0.0265|4657679551902226304|    1.4487| 0.0247|   -2.141| 0.052|   -4.423| 0.050| 0.000|17|12.1341|0.0001|11.4762|  22.74| 0.42
Gaia DR2 4657679654981425664|084.66540809982| 0.0303|-69.10668133680| 0.0326|4657679654981425664|    0.1206| 0.0305|    1.806| 0.063|    0.331| 0.062| 0.229|16|14.2579|0.0007|13.8059|       |
Gaia DR2 4657679551902223616|084.71508843950| 0.0282|-69.13536264525| 0.0279|4657679551902223616|   -0.0968| 0.0282|    1.543| 0.054|    0.589| 0.052| 0.000|17|11.3501|0.0042|10.8372|       |
Gaia DR2 4657679654981423744|084.66034884745| 0.0204|-69.10611321054| 0.0222|4657679654981423744|   -0.1205| 0.0209|    1.676| 0.042|    0.755| 0.044| 0.101|14|13.5420|0.0055|13.2234|       |
Gaia DR2 4657679654981424640|084.66312122933| 0.0191|-69.10591381943| 0.0181|4657679654981424640|    0.0458| 0.0185|    1.699| 0.035|    0.607| 0.034| 0.000|16|13.2226|0.0012|12.7187|       |
Gaia DR2 4657679758058148864|084.56669512319| 0.0346|-69.16978529133| 0.0358|4657679758058148864|    0.0343| 0.0337|    1.831| 0.068|    0.905| 0.069| 0.117|17|12.5718|0.0144|11.3027| 288.81| 2.10
Gaia DR2 4657679934189686784|084.59281416229| 0.0323|-69.13078004240| 0.0333|4657679934189686784|    0.0411| 0.0328|    1.571| 0.062|    0.537| 0.064| 0.103|17|15.3432|0.0010|15.0371|       |
Gaia DR2 4657679831110499840|084.64097510073| 0.0189|-69.16585102200| 0.0200|4657679831110499840|    0.0038| 0.0199|    1.689| 0.036|    0.713| 0.038| 0.000|17|14.0567|0.0004|13.8576|       |
Gaia DR2 4657679934189673088|084.55819233426| 0.0246|-69.12992232785| 0.0245|4657679934189673088|   -0.0567| 0.0248|    1.710| 0.047|    0.667| 0.047| 0.159|17|13.4441|0.0005|13.3365|       |
Gaia DR2 4657680037268856832|084.47584030258| 0.0306|-69.14482367965| 0.0325|4657680037268856832|    0.0085| 0.0310|    1.541| 0.061|    0.539| 0.062| 0.000|17|15.5415|0.0007|14.5761|       |
Gaia DR2 4657679964217679104|084.49786928504| 0.0273|-69.15045989161| 0.0271|4657679964217679104|   -0.0339| 0.0285|    1.721| 0.053|    0.749| 0.052| 0.184|16|13.7286|0.0015|13.7022|       |
Gaia DR2 4657680037268852608|084.46106095351| 0.0318|-69.14675769875| 0.0328|4657680037268852608|   -0.0423| 0.0334|    1.626| 0.063|    0.822| 0.062| 0.000|16|15.5254|0.0008|15.2353|       |
Gaia DR2 4657680037268850560|084.46578674092| 0.0309|-69.13567815085| 0.0351|4657680037268850560|    1.3963| 0.0306|    0.883| 0.064|   17.828| 0.068| 0.000|16|15.4291|0.0006|14.7263|       |
Gaia DR2 4657679968549413376|084.53504863689| 0.0311|-69.15526847408| 0.0314|4657679968549413376|    0.0024| 0.0325|    1.673| 0.063|    0.636| 0.063| 0.075|15|15.2522|0.0007|14.9291|       |
Gaia DR2 4657679968549404288|084.51988310044| 0.0215|-69.15150679503| 0.0222|4657679968549404288|    0.0099| 0.0215|    1.605| 0.042|    0.591| 0.042| 0.000|17|14.4653|0.0007|13.9578|       |
Gaia DR2 4657680204737208192|084.46261958865| 0.0254|-69.10292082171| 0.0280|4657680204737208192|    0.0104| 0.0268|    1.644| 0.050|    0.659| 0.050| 0.064|17|14.7150|0.0008|14.3921|       |
Gaia DR2 4657680105988346496|084.52074025671| 0.0275|-69.12615898185| 0.0274|4657680105988346496|    1.4740| 0.0273|    3.518| 0.056|    2.408| 0.053| 0.000|16|15.0846|0.0006|14.3650|       |
Gaia DR2 4657680312146807040|084.59713871742| 0.0252|-69.12113216707| 0.0260|4657680312146807040|   -0.0571| 0.0244|    1.683| 0.049|    0.615| 0.048| 0.117|16|14.1293|0.0005|13.9791|       |
Gaia DR2 4657680415225898368|084.62264138934| 0.0260|-69.08922156057| 0.0350|4657680415225898368|   -0.0461| 0.0322|    1.597| 0.049|    0.790| 0.058| 0.000|14|14.7665|0.0040|14.3207|       |
Gaia DR2 4657680449585633280|084.58024428978| 0.0218|-69.10014472427| 0.0262|4657680449585633280|   -0.0359| 0.0224|    1.730| 0.042|    0.751| 0.049| 0.134|16|14.1117|0.0005|13.9232|       |
Gaia DR2 4657680380866163456|084.61693632266| 0.0281|-69.10806966773| 0.0343|4657680380866163456|    0.0353| 0.0304|    1.750| 0.055|    0.734| 0.061| 0.152|17|14.9360|0.0008|14.4851|       |
Gaia DR2 4657680410895734784|084.65057112510| 0.0279|-69.09943386456| 0.0310|4657680410895734784|    0.0901| 0.0282|    1.763| 0.054|    0.565| 0.059| 0.000|16|11.6454|0.0018|11.2460|       |
Gaia DR2 4657680415225947008|084.64978093002| 0.0242|-69.10256887485| 0.0264|4657680415225947008|   -0.0373| 0.0235|    1.671| 0.046|    0.555| 0.063| 0.034|13|12.9699|0.0012|12.5262|       |
Gaia DR2 4657680380866211200|084.65171573014| 0.0165|-69.11597911528| 0.0188|4657680380866211200|   -0.0051| 0.0172|    1.673| 0.032|    0.688| 0.035| 0.000|16|13.4744|0.0011|12.8943|       |
Gaia DR2 4657680376535927040|084.65024910232| 0.0192|-69.11292761404| 0.0201|4657680376535927040|    0.0178| 0.0207|    1.696| 0.037|    0.606| 0.037| 0.000|15|13.4539|0.0013|12.9486|       |
Gaia DR2 4657680376535927808|084.65359450840| 0.0246|-69.11281804722| 0.0291|4657680376535927808|   -0.0462| 0.0267|    1.686| 0.050|    0.659| 0.056| 0.000|15|14.9645|0.0019|14.1524|       |
