#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-05-09T11:28:14 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5af1e13792ae	
#INFO	-out.max=1000	
#INFO	queryParameters=40	
#-oc.form=dec
#-out.max=1000
#-nav=cat:I/345&tab:{I/345/gaia2}&key:source=I/345/gaia2&HTTPPRM:&
#-c=VFTS 682
#-c.eq=J2000
#-c.r=10
#-c.u=arcmin
#-c.geom=r
#-source=I/345/gaia2
#-order=I
#-out.orig=standard
#-out=DR2Name
#-out=RA_ICRS
#RA_ICRS=!=
#-out=e_RA_ICRS
#e_RA_ICRS=!=
#-out=DE_ICRS
#DE_ICRS=!=
#-out=e_DE_ICRS
#e_DE_ICRS=!=
#-out=Source
#-out=Plx
#-out=e_Plx
#-out=pmRA
#pmRA=!= , <2 , >-2
#-out=e_pmRA
#e_pmRA=!= , <0.07
#-out=pmDE
#pmDE=!= , <2
#-out=e_pmDE
#e_pmDE=!= , <0.07
#-out=epsi
#epsi=!= , <1
#-out=Nper
#Nper=!= , >=5
#-out=Gmag
#-out=e_Gmag
#-out=RPmag
#-out=RV
#-out=e_RV
#
#INFO	-c=084.731358-69.074089,rm=10.	
#

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	DR2Name	(a28)	Unique source designation (unique across all Data Releases) (Gaia DR2 NNNNNNNNNNNNNNNNNNN) (designation) (1)	[ucd=meta.id]
#Column	RA_ICRS	(F15.11)	Barycentric right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	e_RA_ICRS	(F7.4)	Standard error of right ascension (e_RA*cosDE) (ra_error)	[ucd=stat.error;pos.eq.ra]
#Column	DE_ICRS	(F15.11)	Barycentric declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	e_DE_ICRS	(F7.4)	Standard error of declination (dec_error)	[ucd=stat.error;pos.eq.dec]
#Column	Source	(I19)	Unique source identifier (unique within a particular Data Release) (source_id) (G2)	[ucd=meta.id;meta.main]
#Column	Plx	(F10.4)	? Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	e_Plx	(F7.4)	? Standard error of parallax (parallax_error)	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	? Proper motion in right ascension direction (pmRA*cosDE) (pmra) (3)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? Standard error of proper motion in right ascension direction (pmra_error)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	? Proper motion in declination direction (pmdec) (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? Standard error of proper motion in declination direction (pmdec_error)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	epsi	(F6.3)	Excess noise of the source (astrometric_excess_noise) (12)	[ucd=stat.value]
#Column	Nper	(I2)	Number of visibility periods used in Astrometric solution (visibility_periods_used)	[ucd=meta.number]
#Column	Gmag	(F7.4)	G-band mean magnitude (Vega) (phot_g_mean_mag) (23)	[ucd=phot.mag;stat.mean;em.opt]
#Column	e_Gmag	(F6.4)	Standard error of G-band mean magnitude (Vega) (added by CDS) (phot_g_mean_mag_error)	[ucd=stat.error;phot.mag;stat.mean]
#Column	RPmag	(F7.4)	? Integrated RP mean magnitude (Vega) (phot_rp_mean_mag) (29)	[ucd=phot.mag;stat.mean;em.opt.R]
#Column	RV	(F7.2)	? Spectroscopic radial velocity in the solar barycentric reference frame (radial_velocity)	[ucd=spect.dopplerVeloc.opt;pos.barycenter]
#Column	e_RV	(F5.2)	? Radial velocity error (radial_velocity_error) (30)	[ucd=stat.error;spect.dopplerVeloc.opt;pos.barycenter]
DR2Name|RA_ICRS|e_RA_ICRS|DE_ICRS|e_DE_ICRS|Source|Plx|e_Plx|pmRA|e_pmRA|pmDE|e_pmDE|epsi|Nper|Gmag|e_Gmag|RPmag|RV|e_RV
Gaia DR2 4657675604862784000|084.88650363230| 0.0379|-69.23066552669| 0.0442|4657675604862784000|   -0.0805| 0.0412|    1.665| 0.076|    0.604| 0.082| 0.000|19|16.3737|0.0008|15.4166|       |
Gaia DR2 4657675634937794816|084.84443229714| 1.7461|-69.23243871136| 1.7802|4657675634937794816|   -0.1789| 1.4241|    0.780| 4.237|   -0.846| 3.298| 0.000|10|20.8601|0.0152|       |       |
Gaia DR2 4657675669264552576|084.87210496515| 0.1666|-69.22774520166| 0.2191|4657675669264552576|    0.3794| 0.1811|    2.024| 0.361|   -0.126| 0.394| 0.000|18|18.7713|0.0025|18.0018|       |
Gaia DR2 4657675669297532416|084.84220786694| 1.4958|-69.22330796483| 1.5466|4657675669297532416|    2.6236| 1.5097|    6.577| 3.012|   -3.588| 3.952| 0.000|11|20.9297|0.0154|       |       |
Gaia DR2 4657675669297532672|084.84314196971| 0.7270|-69.22671921263| 0.9406|4657675669297532672|    0.5162| 0.7201|    2.236| 1.757|   -1.399| 2.036| 0.000|16|20.6231|0.0112|18.8738|       |
Gaia DR2 4657675673560745088|084.82812109353| 0.1697|-69.22366215909| 0.2122|4657675673560745088|   -0.0487| 0.1833|    1.956| 0.364|    1.101| 0.402| 0.000|19|18.8505|0.0031|17.5015|       |
Gaia DR2 4657675669297529984|084.83588028649| 0.6873|-69.22241201275| 0.8490|4657675669297529984|    0.1371| 0.6746|   -0.568| 1.799|   -0.194| 1.761| 0.000|16|20.4957|0.0105|18.6931|       |
Gaia DR2 4657675669242391424|084.85523970984| 0.5199|-69.23004622587| 0.4965|4657675669242391424|    0.0553| 0.4743|    0.930| 1.004|   -0.216| 0.971| 0.000|15|19.9455|0.0089|18.2274|       |
Gaia DR2 4657675634937792384|084.83890996361| 0.8680|-69.23020356494| 1.3405|4657675634937792384|    1.4506| 1.0045|    4.245| 2.147|    3.885| 2.289| 0.000|15|20.6520|0.0136|18.7505|       |
Gaia DR2 4657675669297469568|084.83296043586| 0.1880|-69.22471110941| 0.2358|4657675669297469568|    0.0824| 0.2059|    1.786| 0.398|    1.218| 0.440| 0.720|19|18.8767|0.0033|17.7922|       |
Gaia DR2 4657675673582240768|084.84425930954| 1.2059|-69.21766565312| 2.1365|4657675673582240768|    1.7526| 1.4685|    4.325| 2.209|    1.666| 4.060| 1.112| 9|20.7025|0.0156|       |       |
Gaia DR2 4657675669297529472|084.83439807613| 0.5240|-69.21533403087| 0.7185|4657675669297529472|   -0.0941| 0.5419|   -0.353| 1.275|    0.935| 1.420| 0.000|17|20.2232|0.0073|18.7249|       |
Gaia DR2 4657675669297469952|084.84850504369| 0.3701|-69.23021775787| 0.4618|4657675669297469952|   -0.0303| 0.3814|    3.207| 0.822|   -0.508| 0.823| 0.917|16|19.7531|0.0047|18.1958|       |
Gaia DR2 4657675634937791232|084.83486582527| 0.4814|-69.22781637801| 0.6474|4657675634937791232|   -0.5586| 0.4995|    3.761| 1.205|    2.148| 1.429| 0.000|17|20.2095|0.0091|18.6564|       |
Gaia DR2 4657675669297542144|084.86617408553| 0.7121|-69.22502480456| 0.9785|4657675669297542144|    0.8858| 0.7388|    3.777| 1.746|   -1.371| 2.211| 0.000|16|20.6659|0.0103|18.7902|       |
Gaia DR2 4657675634904673024|084.82666436342| 0.3579|-69.23467949131| 0.4226|4657675634904673024|    0.0312| 0.3612|    3.496| 0.805|    2.101| 0.871| 0.000|17|19.8646|0.0068|18.1224|       |
Gaia DR2 4657675669297491072|084.86819860361| 0.4496|-69.23113109684| 0.5564|4657675669297491072|    0.4720| 0.4740|    2.201| 1.065|    1.446| 1.206| 1.247|18|20.0830|0.0069|18.4106|       |
Gaia DR2 4657675669297533568|084.84433824463| 0.9231|-69.22403168615| 1.1025|4657675669297533568|    0.8338| 0.9079|    2.855| 2.088|   -0.417| 2.616| 0.000|16|20.6780|0.0113|       |       |
Gaia DR2 4657675639222503936|084.83093887555| 0.4908|-69.23369213970| 0.7316|4657675639222503936|   -0.1289| 0.5843|    1.078| 1.172|    1.728| 1.387| 0.000|18|20.2488|0.0090|18.7368|       |
Gaia DR2 4657675639222938752|084.84023865790| 0.8947|-69.23451302936| 1.1307|4657675639222938752|    3.3778| 0.8186|    5.661| 2.295|    2.196| 2.386| 0.000|13|20.7447|0.0148|       |       |
Gaia DR2 4657675634937745152|084.84124179167| 0.7984|-69.23165051938| 1.0005|4657675634937745152|    0.2441| 0.7968|    3.524| 2.171|    8.705| 2.038| 2.208|14|20.6361|0.0124|       |       |
Gaia DR2 4657675634904692864|084.83314201669| 0.4091|-69.23034879383| 0.5665|4657675634904692864|    0.0380| 0.4302|    2.301| 0.921|    0.236| 1.111| 0.000|18|20.0254|0.0076|18.6307|       |
Gaia DR2 4657675669297486976|084.85219683611| 0.4246|-69.22685525465| 0.5404|4657675669297486976|   -0.0566| 0.4489|    1.886| 1.021|   -0.929| 1.142| 0.000|18|20.0625|0.0071|18.5260|       |
Gaia DR2 4657675669297486848|084.85219725385| 0.4196|-69.22926620729| 0.5538|4657675669297486848|   -0.6300| 0.4567|    3.458| 0.941|   -2.551| 1.086| 0.348|19|20.1200|0.0067|18.3887|       |
Gaia DR2 4657675669242407680|084.84649404069| 0.3596|-69.22521298558| 0.3661|4657675669242407680|   -0.5292| 0.3262|    1.249| 0.763|   -1.763| 0.680| 1.554|16|19.2319|0.0038|18.1003|       |
Gaia DR2 4657675673582239104|084.83874309287| 0.3177|-69.22003682576| 0.4044|4657675673582239104|   -0.0754| 0.3402|    3.923| 0.708|    0.475| 0.825| 0.000|17|19.6545|0.0057|18.4728|       |
Gaia DR2 4657675669297486336|084.85010206683| 1.1630|-69.22131417934| 1.3209|4657675669297486336|   -1.5928| 1.1326|   10.760| 2.453|    5.163| 2.336| 7.387|17|20.2546|0.0167|18.2730|       |
Gaia DR2 4657675669297486720|084.85115750686| 1.0429|-69.22473468722| 1.2305|4657675669297486720|   -0.2404| 0.9336|    4.291| 2.316|    4.451| 2.690| 0.000|13|20.6648|0.0099|       |       |
Gaia DR2 4657675669297484928|084.84628294357| 0.5828|-69.22594987809| 0.7780|4657675669297484928|    0.0814| 0.6205|    1.086| 1.445|   -1.346| 1.603| 0.968|17|20.4208|0.0099|18.4334|       |
Gaia DR2 4657675669297484800|084.84599063273| 1.0331|-69.22105258738| 1.2745|4657675669297484800|   -0.4300| 1.0249|    5.259| 2.322|    0.112| 2.438| 0.000|13|20.7611|0.0124|18.8171|       |
Gaia DR2 4657675634937747072|084.84779831191| 0.4821|-69.23259368548| 0.6091|4657675634937747072|    0.1141| 0.5029|    0.525| 1.067|    2.569| 1.110| 1.922|17|20.0564|0.0070|18.1301|       |
Gaia DR2 4657675634937746304|084.84571472789| 0.2505|-69.23124212992| 0.3277|4657675634937746304|   -0.2370| 0.2797|    1.866| 0.573|    0.559| 0.625| 0.000|17|19.2475|0.0049|       |       |
Gaia DR2 4657675669297482880|084.83987386663| 0.2530|-69.22337231126| 0.2895|4657675669297482880|   -0.0808| 0.2622|    2.689| 0.517|   -0.113| 0.549| 0.506|18|19.2172|0.0035|18.1094|       |
Gaia DR2 4657675669297483264|084.84101514519| 0.5989|-69.22114700912| 0.7418|4657675669297483264|    0.7744| 0.6005|    4.625| 1.490|    3.958| 1.535| 0.000|17|20.4323|0.0103|18.5898|       |
Gaia DR2 4657675669297483648|084.84132852642| 0.5880|-69.21901555512| 0.8068|4657675669297483648|    0.0305| 0.6627|    0.848| 1.380|    0.271| 1.635| 1.617|18|20.4660|0.0090|18.7026|       |
Gaia DR2 4657675639222508288|084.84981066346| 0.0312|-69.23232056223| 0.0343|4657675639222508288|   -0.0169| 0.0329|    1.681| 0.063|    0.525| 0.064| 0.000|18|15.8719|0.0008|14.8288|       |
Gaia DR2 4657675669297481856|084.83465237885| 1.5093|-69.21682183523| 2.1098|4657675669297481856|   -3.2066| 1.9822|   -0.730| 3.668|   -0.238| 3.797| 0.000|11|20.9663|0.0174|       |       |
Gaia DR2 4657675669297482112|084.83633722202| 0.8090|-69.21824318470| 1.1300|4657675669297482112|   -0.7898| 0.9003|   -0.144| 2.029|    5.907| 2.496| 0.000|16|20.7944|0.0112|       |       |
Gaia DR2 4657675669297482240|084.83767983913| 0.3376|-69.22370487789| 0.4169|4657675669297482240|    0.2129| 0.3461|    0.513| 0.747|    0.569| 0.787| 0.000|18|19.7278|0.0053|18.4042|       |
Gaia DR2 4657675669297481600|084.83434652552| 0.3335|-69.22634312919| 0.3866|4657675669297481600|   -0.0865| 0.3347|    2.016| 0.687|    1.963| 0.737| 0.000|18|19.6382|0.0057|18.2566|       |
Gaia DR2 4657675600578018304|084.88162571427| 1.3967|-69.23091623257| 2.0862|4657675600578018304|   -0.2311| 1.6421|    1.603| 3.318|    0.924| 2.789| 0.000|10|20.8064|0.0150|       |       |
Gaia DR2 4657675600578018688|084.88369642303| 0.3709|-69.23051000515| 0.4782|4657675600578018688|    0.1882| 0.3926|    0.853| 0.834|    0.934| 0.926| 0.000|18|19.9050|0.0052|18.4326|       |
Gaia DR2 4657675600578019072|084.88498063246| 0.3028|-69.22951751477| 0.3901|4657675600578019072|   -0.0347| 0.3271|    2.938| 0.672|    1.543| 0.738| 0.676|18|19.5817|0.0046|18.4412|       |
Gaia DR2 4657675639201013760|084.83239988623| 0.1549|-69.23419697404| 0.2031|4657675639201013760|   -0.3292| 0.1774|    1.014| 0.327|    1.141| 0.360| 0.000|19|18.6759|0.0025|17.5815|       |
Gaia DR2 4657675673582241280|084.84411478966| 0.5123|-69.21860376963| 0.6656|4657675673582241280|   -0.1496| 0.5541|   -0.968| 1.126|    0.837| 1.311| 0.000|19|20.2629|0.0087|18.6712|       |
Gaia DR2 4657675600578017152|084.87910442317| 0.6029|-69.22766163490| 0.7435|4657675600578017152|    0.0420| 0.6114|    4.016| 1.459|    0.739| 1.546| 0.000|15|20.3681|0.0084|18.6251|       |
Gaia DR2 4657675673582240512|084.83524402715| 0.0643|-69.22493198940| 0.0765|4657675673582240512|    0.0085| 0.0692|    1.615| 0.131|    0.542| 0.144| 0.162|19|17.2084|0.0023|16.7870|       |
Gaia DR2 4657675669297492864|084.87338016621| 0.7831|-69.23120520261| 0.9934|4657675669297492864|    1.4585| 0.7363|    5.252| 2.020|    0.049| 2.074| 0.000|14|20.6611|0.0101|18.6831|       |
Gaia DR2 4657675669242402432|084.84548248510| 0.1769|-69.22749281417| 0.2213|4657675669242402432|   -0.4658| 0.1924|    1.742| 0.377|    0.531| 0.418| 0.513|19|18.8664|0.0031|17.4691|       |
Gaia DR2 4657675669297491584|084.86946670598| 0.3839|-69.22789636056| 0.4475|4657675669297491584|   -0.3766| 0.3874|    0.374| 0.801|    1.087| 0.885| 0.000|18|19.8625|0.0062|18.3607|       |
Gaia DR2 4657675673582253184|084.87173946879| 0.4713|-69.22991193370| 0.6554|4657675673582253184|   -0.1678| 0.5200|    1.722| 1.133|   -0.910| 1.383| 0.000|17|20.2173|0.0064|18.5800|       |
Gaia DR2 4657675669297541376|084.86347067056| 1.3963|-69.23167319526| 1.5920|4657675669297541376|    1.5730| 1.1750|    9.458| 3.213|   -2.658| 3.641| 0.000|12|20.8577|0.0140|       |       |
Gaia DR2 4657675669297489408|084.85971168185| 0.5820|-69.23256292787| 0.7914|4657675669297489408|   -0.6318| 0.6175|   -3.378| 1.409|    5.953| 1.537| 1.914|17|20.3074|0.0111|18.3807|       |
Gaia DR2 4657675669297488000|084.85473546329| 0.3806|-69.23046305620| 0.4786|4657675669297488000|    0.0041| 0.3885|    2.286| 0.858|    1.623| 0.912| 0.000|18|19.9376|0.0084|18.2647|       |
Gaia DR2 4657675639222902144|084.84670695771| 0.6676|-69.23499062391| 0.8539|4657675639222902144|   -0.0645| 0.6206|   -2.098| 1.660|    0.665| 1.803| 0.000|15|20.4519|0.0097|18.5408|       |
Gaia DR2 4657675669297488512|084.85665936053| 0.4216|-69.22964537950| 0.5474|4657675669297488512|   -0.2578| 0.4522|   -0.063| 0.973|    0.282| 1.137| 0.000|16|20.0070|0.0070|18.5599|       |
Gaia DR2 4657675639222902528|084.84043483325| 0.9667|-69.23149947431| 1.6457|4657675639222902528|   -1.1833| 1.0223|   -1.676| 2.140|   -4.952| 2.571| 1.810|13|20.7070|0.0163|       |       |
Gaia DR2 4657675669242428416|084.84336000511| 0.1651|-69.21783168535| 0.1915|4657675669242428416|    0.2025| 0.1775|    1.818| 0.327|   -0.264| 0.358| 0.300|19|18.6546|0.0026|17.5683|       |
Gaia DR2 4657675669297543168|084.87080830140| 0.4116|-69.22643705459| 0.5715|4657675669297543168|   -0.3341| 0.4500|    1.326| 0.917|    1.511| 1.060| 0.000|18|20.0514|0.0063|18.9056|       |
