#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-05-08T18:27:21 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5af1e13792ae	
#INFO	-out.max=unlimited	
#INFO	queryParameters=33	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:I/345&tab:{I/345/gaia2}&key:source=I/345/gaia2&HTTPPRM:&
#-c=VFTS682
#-c.eq=J2000
#-c.r=10
#-c.u=arcmin
#-c.geom=r
#-source=I/345/gaia2
#-order=I
#-out.orig=standard
#-out=DR2Name
#-out=RA_ICRS
#-out=e_RA_ICRS
#-out=DE_ICRS
#-out=e_DE_ICRS
#-out=Source
#-out=Plx
#-out=e_Plx
#-out=pmRA
#-out=e_pmRA
#-out=pmDE
#-out=e_pmDE
#-out=epsi
#epsi=<1
#-out=Nper
#Nper=>=5
#-out=Gmag
#Gmag=<17
#-out=e_Gmag
#-out=RPmag
#-out=RV
#-out=e_RV
#
#INFO	-c=084.731358-69.074089,rm=10.	
#

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	DR2Name	(a28)	Unique source designation (unique across all Data Releases) (Gaia DR2 NNNNNNNNNNNNNNNNNNN) (designation) (1)	[ucd=meta.id]
#Column	RA_ICRS	(F15.11)	Barycentric right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	e_RA_ICRS	(F7.4)	Standard error of right ascension (e_RA*cosDE) (ra_error)	[ucd=stat.error;pos.eq.ra]
#Column	DE_ICRS	(F15.11)	Barycentric declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	e_DE_ICRS	(F7.4)	Standard error of declination (dec_error)	[ucd=stat.error;pos.eq.dec]
#Column	Source	(I19)	Unique source identifier (unique within a particular Data Release) (source_id) (G2)	[ucd=meta.id;meta.main]
#Column	Plx	(F10.4)	? Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	e_Plx	(F7.4)	? Standard error of parallax (parallax_error)	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	? Proper motion in right ascension direction (pmRA*cosDE) (pmra) (3)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? Standard error of proper motion in right ascension direction (pmra_error)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	? Proper motion in declination direction (pmdec) (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? Standard error of proper motion in declination direction (pmdec_error)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	epsi	(F6.3)	Excess noise of the source (astrometric_excess_noise) (12)	[ucd=stat.value]
#Column	Nper	(I2)	Number of visibility periods used in Astrometric solution (visibility_periods_used)	[ucd=meta.number]
#Column	Gmag	(F7.4)	G-band mean magnitude (Vega) (phot_g_mean_mag) (23)	[ucd=phot.mag;stat.mean;em.opt]
#Column	e_Gmag	(F6.4)	Standard error of G-band mean magnitude (Vega) (added by CDS) (phot_g_mean_mag_error)	[ucd=stat.error;phot.mag;stat.mean]
#Column	RPmag	(F7.4)	? Integrated RP mean magnitude (Vega) (phot_rp_mean_mag) (29)	[ucd=phot.mag;stat.mean;em.opt.R]
#Column	RV	(F7.2)	? Spectroscopic radial velocity in the solar barycentric reference frame (radial_velocity)	[ucd=spect.dopplerVeloc.opt;pos.barycenter]
#Column	e_RV	(F5.2)	? Radial velocity error (radial_velocity_error) (30)	[ucd=stat.error;spect.dopplerVeloc.opt;pos.barycenter]
DR2Name|RA_ICRS|e_RA_ICRS|DE_ICRS|e_DE_ICRS|Source|Plx|e_Plx|pmRA|e_pmRA|pmDE|e_pmDE|epsi|Nper|Gmag|e_Gmag|RPmag|RV|e_RV
Gaia DR2 4657676154618599680|084.92790073462| 0.0378|-69.19761532090| 0.0446|4657676154618599680|   -0.0959| 0.0414|    1.777| 0.074|    0.555| 0.084| 0.000|17|16.1531|0.0020|15.6020|       |
Gaia DR2 4657676120258851328|084.90205053900| 0.0385|-69.20009374130| 0.0441|4657676120258851328|   -0.0558| 0.0441|    1.738| 0.075|    0.729| 0.083| 0.000|19|16.2658|0.0039|15.8088|       |
Gaia DR2 4657676154597113472|084.91424658866| 0.0365|-69.19778865266| 0.0393|4657676154597113472|    0.0285| 0.0385|    1.932| 0.071|    0.545| 0.074| 0.312|18|13.0477|0.0061|11.8480| 249.67| 1.88
Gaia DR2 4657676150333895936|084.92062269605| 0.0421|-69.19823045081| 0.0466|4657676150333895936|    0.0111| 0.0453|    2.319| 0.082|    1.211| 0.086| 0.281|18|15.8257|0.0043|15.1923|       |
Gaia DR2 4657676188978307328|084.84919466139| 0.0266|-69.18180995202| 0.0304|4657676188978307328|   -0.0577| 0.0286|    1.640| 0.053|    0.689| 0.056| 0.000|19|15.3904|0.0005|14.9768|       |
Gaia DR2 4657676154618592640|084.91801421082| 0.0283|-69.19551652710| 0.0321|4657676154618592640|   -0.0543| 0.0304|    1.702| 0.055|    0.701| 0.059| 0.201|19|15.1760|0.0006|14.7792|       |
Gaia DR2 4657676154618593024|084.91339700311| 0.0362|-69.19492292420| 0.0438|4657676154618593024|    0.0148| 0.0400|    1.932| 0.072|    0.565| 0.079| 0.000|19|16.1797|0.0014|15.6558|       |
Gaia DR2 4657676154618590720|084.90804281094| 0.0291|-69.19619095580| 0.0310|4657676154618590720|   -0.1445| 0.0330|    1.433| 0.053|    0.490| 0.056| 0.000|18|12.5010|0.0010|11.8789|       |
Gaia DR2 4657676120237380864|084.91277507303| 0.0947|-69.19767356830| 0.1111|4657676120237380864|   -0.4946| 0.1048|    0.738| 0.189|    0.160| 0.220| 0.925|18|16.0812|0.0042|       |       |
Gaia DR2 4657676154597119744|084.91365013630| 0.0343|-69.19561324561| 0.0373|4657676154597119744|    0.0222| 0.0356|    1.337| 0.074|    0.629| 0.069| 0.237|17|15.3208|0.0014|       |       |
Gaia DR2 4657676120237379968|084.91651640252| 0.0572|-69.19876675278| 0.0635|4657676120237379968|   -0.0904| 0.0621|    1.818| 0.114|    0.973| 0.120| 0.368|18|16.5483|0.0013|15.8871|       |
Gaia DR2 4657676120258852224|084.90605385005| 0.0581|-69.19781591923| 0.0662|4657676120258852224|    0.0017| 0.0650|    1.858| 0.127|    0.687| 0.131| 0.000|17|16.9120|0.0011|16.3349|       |
Gaia DR2 4657676154597129984|084.92574213893| 0.0620|-69.19691054935| 0.0755|4657676154597129984|    0.2493| 0.0664|    2.254| 0.123|    0.801| 0.140| 0.432|18|16.7139|0.0030|       |       |
Gaia DR2 4657676120258857472|084.91518446662| 0.0224|-69.20037972296| 0.0250|4657676120258857472|   -0.0298| 0.0240|    1.756| 0.044|    0.613| 0.046| 0.000|19|15.0786|0.0008|14.5925|       |
Gaia DR2 4657676120258858880|084.91612645236| 0.0167|-69.20120208654| 0.0181|4657676120258858880|    0.0300| 0.0177|    1.673| 0.032|    0.624| 0.033| 0.027|19|12.9927|0.0015|12.6461|       |
Gaia DR2 4657676154618597632|084.92018751914| 0.0785|-69.19789692800| 0.0844|4657676154618597632|   -0.0965| 0.0810|    1.047| 0.156|    1.597| 0.152| 0.430|15|16.5580|0.0023|       |       |
Gaia DR2 4657676356437382656|084.85554856123| 0.0604|-69.15360789235| 0.0687|4657676356437382656|    0.1387| 0.0641|    0.733| 0.123|    3.338| 0.129| 0.000|18|16.9511|0.0011|16.1994|       |
Gaia DR2 4657676292057531520|084.89908101029| 0.0489|-69.16404974229| 0.0554|4657676292057531520|   -0.1496| 0.0536|    1.760| 0.100|    0.751| 0.103| 0.000|18|16.6689|0.0011|15.6059|       |
Gaia DR2 4657676360776998656|084.87272710958| 0.0422|-69.15636090457| 0.0489|4657676360776998656|   -0.1149| 0.0444|    1.495| 0.085|    0.651| 0.089| 0.000|17|16.2368|0.0011|15.7432|       |
Gaia DR2 4657676257697796352|084.89331643987| 0.0659|-69.17908892589| 0.0790|4657676257697796352|   -0.1203| 0.0747|    1.734| 0.148|    0.858| 0.171| 0.320|17|16.9876|0.0011|15.7774|       |
Gaia DR2 4657676360777000320|084.87767824133| 0.0287|-69.15731744944| 0.0304|4657676360777000320|   -0.0853| 0.0302|    1.728| 0.050|    0.583| 0.055| 0.086|15|14.6464|0.0005|14.5040|       |
Gaia DR2 4657676257697795968|084.89640451046| 0.0404|-69.17520294661| 0.0489|4657676257697795968|   -0.0614| 0.0456|    1.463| 0.081|    0.562| 0.098| 0.000|19|16.2886|0.0010|15.7624|       |
Gaia DR2 4657676253413058816|084.93184368832| 0.0297|-69.17768475852| 0.0338|4657676253413058816|   -0.0347| 0.0328|    1.830| 0.058|    0.645| 0.060| 0.000|19|15.7426|0.0011|14.7523|       |
Gaia DR2 4657677146711106560|084.76476104038| 0.0515|-69.23732399282| 0.0535|4657677146711106560|    0.3606| 0.0520|    2.622| 0.096|    2.960| 0.101| 0.000|18|16.7368|0.0008|16.1429|       |
Gaia DR2 4657677151050967424|084.74220195237| 0.0471|-69.23041055336| 0.0539|4657677151050967424|   -0.0482| 0.0503|    1.896| 0.093|    0.384| 0.101| 0.000|18|16.7006|0.0011|15.6920|       |
Gaia DR2 4657677185410711936|084.76777234244| 0.0254|-69.22529669916| 0.0279|4657677185410711936|    1.4795| 0.0290|   -0.844| 0.048|    6.243| 0.052| 0.000|17|11.0821|0.0003|10.4537| -21.15| 0.78
Gaia DR2 4657677185389206656|084.77095945848| 0.0420|-69.22491215582| 0.0725|4657677185389206656|   -0.0442| 0.0576|    1.681| 0.086|    0.555| 0.139| 0.000|13|16.2528|0.0053|15.5467|       |
Gaia DR2 4657677254130428800|084.71665602466| 0.0544|-69.23537995946| 0.0575|4657677254130428800|   -0.0116| 0.0538|    1.928| 0.103|    0.538| 0.108| 0.000|17|16.7831|0.0012|15.7612|       |
Gaia DR2 4657677322849630592|084.64198533252| 0.0550|-69.22738707747| 0.0709|4657677322849630592|   -0.1225| 0.0639|    1.926| 0.104|    0.814| 0.130| 0.000|16|16.8296|0.0010|15.8354|       |
Gaia DR2 4657677288489889920|084.62984986253| 0.0967|-69.23383431019| 0.1044|4657677288489889920|   -0.1921| 0.1052|    2.333| 0.172|    0.593| 0.201| 0.849|18|16.5552|0.0019|15.7063|       |
Gaia DR2 4657677288489888512|084.62812584975| 0.0543|-69.23217469530| 0.0627|4657677288489888512|   -0.0993| 0.0569|    1.561| 0.105|    0.681| 0.122| 0.183|18|16.7044|0.0013|15.5096|       |
Gaia DR2 4657677456003693440|084.63922228375| 0.0352|-69.19972622712| 0.0384|4657677456003693440|   -0.0313| 0.0372|    1.547| 0.069|    0.744| 0.073| 0.172|18|15.7504|0.0021|15.4821|       |
Gaia DR2 4657677425907306496|084.66139697537| 0.0701|-69.20908794140| 0.0835|4657677425907306496|   -0.0793| 0.0746|    1.158| 0.141|   -0.200| 0.162| 0.543|18|16.5109|0.0019|16.3112|       |
Gaia DR2 4657677421610587008|084.67842871645| 0.0379|-69.21658105803| 0.0420|4657677421610587008|   -0.0401| 0.0406|    2.032| 0.074|    0.535| 0.080| 0.231|18|15.7988|0.0053|14.6096|       |
Gaia DR2 4657677460267032448|084.65937864424| 0.0442|-69.19674981235| 0.0465|4657677460267032448|    3.4585| 0.0464|    4.039| 0.083|  -12.059| 0.089| 0.144|18|16.2651|0.0011|15.1230|       |
Gaia DR2 4657677391569117440|084.68324354478| 0.0388|-69.21184652904| 0.0408|4657677391569117440|    6.5491| 0.0406|   24.672| 0.077|   85.943| 0.079| 0.232|17|15.7158|0.0007|14.5483|       |
Gaia DR2 4657677735166451712|084.55156332039| 0.0311|-69.22714409788| 0.0329|4657677735166451712|   -0.0637| 0.0313|    1.738| 0.058|    0.716| 0.065| 0.000|18|15.7094|0.0006|15.1447|       |
Gaia DR2 4657677735166456704|084.56885989047| 0.0523|-69.22773091792| 0.0601|4657677735166456704|    0.0883| 0.0546|    1.986| 0.101|    0.847| 0.117| 0.105|18|16.7012|0.0015|15.5002|       |
Gaia DR2 4657677735166452096|084.55110104321| 0.0389|-69.22788489663| 0.0413|4657677735166452096|    0.0121| 0.0401|    1.637| 0.071|    0.440| 0.081| 0.032|18|16.1415|0.0011|15.1992|       |
Gaia DR2 4657677941324863488|084.51479785586| 0.0481|-69.21192498995| 0.0535|4657677941324863488|   -0.0472| 0.0496|    1.772| 0.092|    0.918| 0.105| 0.347|18|16.0237|0.0020|14.7895|       |
Gaia DR2 4657678143144634624|084.57715227008| 0.0499|-69.20777932847| 0.0646|4657678143144634624|   -0.0889| 0.0518|    1.702| 0.101|    0.736| 0.127| 0.208|17|16.4099|0.0013|16.2584|       |
Gaia DR2 4657678143164777216|084.56506035632| 0.0547|-69.20335271998| 0.0669|4657678143164777216|    0.0877| 0.0588|    1.789| 0.106|    0.649| 0.126| 0.107|18|16.7760|0.0011|16.4708|       |
Gaia DR2 4657678044404109824|084.59304602516| 0.0456|-69.22089287320| 0.0530|4657678044404109824|   -0.1195| 0.0484|    1.540| 0.087|    0.547| 0.102| 0.311|18|15.9288|0.0012|15.8551|       |
Gaia DR2 4657678147483299456|084.54150068502| 0.0717|-69.20198925725| 0.0911|4657678147483299456|    0.0773| 0.0765|    2.093| 0.142|    0.842| 0.179| 0.546|18|16.5317|0.0036|15.1042|       |
Gaia DR2 4657678078763842944|084.59120848356| 0.0360|-69.21333265571| 0.0414|4657678078763842944|   -0.0092| 0.0382|    1.762| 0.069|    0.761| 0.080| 0.221|18|15.5878|0.0008|15.5741|       |
Gaia DR2 4657678078763839104|084.58746961885| 0.0314|-69.20589295712| 0.0348|4657678078763839104|    0.0058| 0.0326|    1.989| 0.059|    0.908| 0.067| 0.089|18|15.6279|0.0010|14.5633|       |
Gaia DR2 4657678147483299712|084.54821999941| 0.0438|-69.19509120091| 0.0535|4657678147483299712|    0.0486| 0.0473|    1.704| 0.089|    0.723| 0.100| 0.000|18|16.3748|0.0010|16.1135|       |
Gaia DR2 4657678078763847936|084.59701875312| 0.0542|-69.21500335053| 0.0648|4657678078763847936|    0.0500| 0.0574|    2.090| 0.107|    0.474| 0.127| 0.155|18|16.7703|0.0011|16.6251|       |
Gaia DR2 4657678108849483904|084.56360950058| 0.0552|-69.21714516374| 0.0653|4657678108849483904|    0.1864| 0.0593|    1.844| 0.104|    0.688| 0.120| 0.297|17|16.4592|0.0010|15.5365|       |
Gaia DR2 4657678250562514944|084.55538371117| 0.0315|-69.18858391743| 0.0339|4657678250562514944|   -0.0144| 0.0330|    1.637| 0.059|    0.759| 0.066| 0.116|18|15.4228|0.0007|15.2245|       |
Gaia DR2 4657678284922261120|084.57916326391| 0.0277|-69.18686123398| 0.0318|4657678284922261120|   -0.0410| 0.0292|    1.739| 0.055|    0.604| 0.061| 0.000|18|15.4570|0.0006|15.0077|       |
Gaia DR2 4657678284922259200|084.57614304209| 0.0297|-69.18509281243| 0.0334|4657678284922259200|    0.0472| 0.0310|    1.620| 0.059|    0.543| 0.064| 0.099|18|15.4800|0.0007|15.3185|       |
Gaia DR2 4657678216202791296|084.60385234103| 0.0349|-69.18714485995| 0.0401|4657678216202791296|    0.2939| 0.0366|    0.887| 0.070|    3.007| 0.078| 0.000|18|15.9692|0.0007|15.4483|       |
Gaia DR2 4657678181843052288|084.58721944235| 0.0521|-69.20002935436| 0.0616|4657678181843052288|    0.1142| 0.0548|    1.721| 0.107|    0.616| 0.119| 0.192|18|16.6244|0.0012|16.5369|       |
Gaia DR2 4657678216202800512|084.62457541386| 0.0530|-69.18784526609| 0.0594|4657678216202800512|    0.0038| 0.0544|    1.964| 0.108|    0.603| 0.115| 0.372|18|16.0400|0.0031|14.6710|       |
Gaia DR2 4657678216202797440|084.61858758672| 0.0278|-69.18864504258| 0.0344|4657678216202797440|    0.0270| 0.0304|    1.816| 0.054|    0.815| 0.071| 0.199|17|14.4305|0.0055|14.3430|       |
Gaia DR2 4657678177503347072|084.62305737928| 0.0511|-69.20557807142| 0.0622|4657678177503347072|    0.0517| 0.0564|    2.054| 0.105|    0.593| 0.133| 0.135|18|16.6741|0.0011|15.5936|       |
Gaia DR2 4657678216202808576|084.63334285201| 0.0381|-69.19572147542| 0.0437|4657678216202808576|   -0.0945| 0.0397|    1.685| 0.076|    0.659| 0.083| 0.000|18|16.1219|0.0012|15.0561|       |
Gaia DR2 4657678181843067008|084.61383444035| 0.0533|-69.20725446231| 0.0632|4657678181843067008|   -0.0006| 0.0560|    1.944| 0.112|    0.499| 0.124| 0.104|18|16.7708|0.0016|15.6163|       |
