#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-05-09T14:54:28 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5af1e13792ae	
#INFO	-out.max=unlimited	
#INFO	queryParameters=42	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:I/345&tab:{I/345/gaia2}&key:source=I/345/gaia2&HTTPPRM:&
#-c=VFTS 682
#-c.eq=J2000
#-c.r=10
#-c.u=arcmin
#-c.geom=r
#-source=I/345/gaia2
#-order=I
#-out.orig=standard
#-out=DR2Name
#-out=RA_ICRS
#RA_ICRS=!=
#-out=e_RA_ICRS
#e_RA_ICRS=!=
#-out=DE_ICRS
#DE_ICRS=!=
#-out=e_DE_ICRS
#e_DE_ICRS=!=
#-out=Source
#-out=Plx
#Plx=<1
#-out=e_Plx
#-out=pmRA
#pmRA=-2..2
#-out=e_pmRA
#e_pmRA=<=0.1
#-out=pmDE
#pmDE=-2..2
#-out=e_pmDE
#e_pmDE=<=0.1
#-out=epsi
#epsi=<1
#-out=Nper
#Nper=>= 5
#-out=Gmag
#Gmag=<17
#-out=e_Gmag
#-out=RPmag
#-out=RV
#-out=e_RV
#
#INFO	-c=084.731358-69.074089,rm=10.	
#

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	DR2Name	(a28)	Unique source designation (unique across all Data Releases) (Gaia DR2 NNNNNNNNNNNNNNNNNNN) (designation) (1)	[ucd=meta.id]
#Column	RA_ICRS	(F15.11)	Barycentric right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	e_RA_ICRS	(F7.4)	Standard error of right ascension (e_RA*cosDE) (ra_error)	[ucd=stat.error;pos.eq.ra]
#Column	DE_ICRS	(F15.11)	Barycentric declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	e_DE_ICRS	(F7.4)	Standard error of declination (dec_error)	[ucd=stat.error;pos.eq.dec]
#Column	Source	(I19)	Unique source identifier (unique within a particular Data Release) (source_id) (G2)	[ucd=meta.id;meta.main]
#Column	Plx	(F10.4)	? Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	e_Plx	(F7.4)	? Standard error of parallax (parallax_error)	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	? Proper motion in right ascension direction (pmRA*cosDE) (pmra) (3)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? Standard error of proper motion in right ascension direction (pmra_error)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	? Proper motion in declination direction (pmdec) (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? Standard error of proper motion in declination direction (pmdec_error)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	epsi	(F6.3)	Excess noise of the source (astrometric_excess_noise) (12)	[ucd=stat.value]
#Column	Nper	(I2)	Number of visibility periods used in Astrometric solution (visibility_periods_used)	[ucd=meta.number]
#Column	Gmag	(F7.4)	G-band mean magnitude (Vega) (phot_g_mean_mag) (23)	[ucd=phot.mag;stat.mean;em.opt]
#Column	e_Gmag	(F6.4)	Standard error of G-band mean magnitude (Vega) (added by CDS) (phot_g_mean_mag_error)	[ucd=stat.error;phot.mag;stat.mean]
#Column	RPmag	(F7.4)	? Integrated RP mean magnitude (Vega) (phot_rp_mean_mag) (29)	[ucd=phot.mag;stat.mean;em.opt.R]
#Column	RV	(F7.2)	? Spectroscopic radial velocity in the solar barycentric reference frame (radial_velocity)	[ucd=spect.dopplerVeloc.opt;pos.barycenter]
#Column	e_RV	(F5.2)	? Radial velocity error (radial_velocity_error) (30)	[ucd=stat.error;spect.dopplerVeloc.opt;pos.barycenter]
DR2Name|RA_ICRS|e_RA_ICRS|DE_ICRS|e_DE_ICRS|Source|Plx|e_Plx|pmRA|e_pmRA|pmDE|e_pmDE|epsi|Nper|Gmag|e_Gmag|RPmag|RV|e_RV
Gaia DR2 4657677456003693440|084.63922228375| 0.0352|-69.19972622712| 0.0384|4657677456003693440|   -0.0313| 0.0372|    1.547| 0.069|    0.744| 0.073| 0.172|18|15.7504|0.0021|15.4821|       |
Gaia DR2 4657677735166451712|084.55156332039| 0.0311|-69.22714409788| 0.0329|4657677735166451712|   -0.0637| 0.0313|    1.738| 0.058|    0.716| 0.065| 0.000|18|15.7094|0.0006|15.1447|       |
Gaia DR2 4657677735166452096|084.55110104321| 0.0389|-69.22788489663| 0.0413|4657677735166452096|    0.0121| 0.0401|    1.637| 0.071|    0.440| 0.081| 0.032|18|16.1415|0.0011|15.1992|       |
Gaia DR2 4657678078763842944|084.59120848356| 0.0360|-69.21333265571| 0.0414|4657678078763842944|   -0.0092| 0.0382|    1.762| 0.069|    0.761| 0.080| 0.221|18|15.5878|0.0008|15.5741|       |
Gaia DR2 4657678078763839104|084.58746961885| 0.0314|-69.20589295712| 0.0348|4657678078763839104|    0.0058| 0.0326|    1.989| 0.059|    0.908| 0.067| 0.089|18|15.6279|0.0010|14.5633|       |
Gaia DR2 4657678147483299712|084.54821999941| 0.0438|-69.19509120091| 0.0535|4657678147483299712|    0.0486| 0.0473|    1.704| 0.089|    0.723| 0.100| 0.000|18|16.3748|0.0010|16.1135|       |
Gaia DR2 4657678250562514944|084.55538371117| 0.0315|-69.18858391743| 0.0339|4657678250562514944|   -0.0144| 0.0330|    1.637| 0.059|    0.759| 0.066| 0.116|18|15.4228|0.0007|15.2245|       |
Gaia DR2 4657678284922261120|084.57916326391| 0.0277|-69.18686123398| 0.0318|4657678284922261120|   -0.0410| 0.0292|    1.739| 0.055|    0.604| 0.061| 0.000|18|15.4570|0.0006|15.0077|       |
Gaia DR2 4657678284922259200|084.57614304209| 0.0297|-69.18509281243| 0.0334|4657678284922259200|    0.0472| 0.0310|    1.620| 0.059|    0.543| 0.064| 0.099|18|15.4800|0.0007|15.3185|       |
Gaia DR2 4657678216202797440|084.61858758672| 0.0278|-69.18864504258| 0.0344|4657678216202797440|    0.0270| 0.0304|    1.816| 0.054|    0.815| 0.071| 0.199|17|14.4305|0.0055|14.3430|       |
Gaia DR2 4657678216202808576|084.63334285201| 0.0381|-69.19572147542| 0.0437|4657678216202808576|   -0.0945| 0.0397|    1.685| 0.076|    0.659| 0.083| 0.000|18|16.1219|0.0012|15.0561|       |
Gaia DR2 4657678383671074304|084.46159960075| 0.0353|-69.19318910164| 0.0379|4657678383671074304|   -0.0017| 0.0379|    1.510| 0.067|    0.535| 0.078| 0.109|17|15.8839|0.0007|15.3394|       |
Gaia DR2 4657678388001440896|084.47913866338| 0.0442|-69.19244894221| 0.0499|4657678388001440896|    0.0125| 0.0459|    1.546| 0.086|    0.610| 0.099| 0.000|18|16.4673|0.0011|15.9893|       |
Gaia DR2 4657678319281974528|084.49607293651| 0.0192|-69.19908352701| 0.0201|4657678319281974528|   -0.0405| 0.0193|    1.623| 0.036|    0.671| 0.039| 0.000|18|14.4824|0.0006|14.1757|       |
Gaia DR2 4657678388001418752|084.44128712312| 0.0267|-69.18589598189| 0.0308|4657678388001418752|    0.0105| 0.0293|    1.788| 0.051|    0.603| 0.060| 0.000|18|15.3333|0.0007|14.8627|       |
Gaia DR2 4657678422361167360|084.46233926003| 0.0344|-69.18338798571| 0.0430|4657678422361167360|   -0.0269| 0.0350|    1.548| 0.072|    0.588| 0.084| 0.206|16|14.8725|0.0106|14.6760|       |
Gaia DR2 4657678422361151232|084.44377907871| 0.0360|-69.16901806554| 0.0389|4657678422361151232|    0.0001| 0.0375|    1.547| 0.073|    1.400| 0.078| 0.068|18|15.9113|0.0012|15.5252|       |
Gaia DR2 4657678422361160448|084.45801144568| 0.0316|-69.17440888339| 0.0341|4657678422361160448|   -0.0765| 0.0334|    1.541| 0.063|    0.823| 0.069| 0.235|18|14.5068|0.0005|14.2327|       |
Gaia DR2 4657678422361174912|084.48370153098| 0.0405|-69.17747760379| 0.0445|4657678422361174912|   -0.0095| 0.0412|    1.573| 0.081|    0.776| 0.088| 0.050|18|16.2628|0.0013|15.9460|       |
Gaia DR2 4657678388001446016|084.48426917958| 0.0201|-69.19743386841| 0.0211|4657678388001446016|   -0.0006| 0.0204|    1.735| 0.037|    0.677| 0.041| 0.000|18|14.6313|0.0007|14.2679|       |
Gaia DR2 4657678525440383104|084.47897997105| 0.0285|-69.17013678913| 0.0306|4657678525440383104|   -0.0632| 0.0290|    1.778| 0.059|    0.808| 0.060| 0.165|17|14.8227|0.0018|14.5377|       |
Gaia DR2 4657678491080993664|084.50239465169| 0.0197|-69.16153034690| 0.0205|4657678491080993664|    0.0049| 0.0191|    1.739| 0.039|    0.705| 0.039| 0.000|17|14.0800|0.0005|13.0634|       |
Gaia DR2 4657678525440364800|084.45025897414| 0.0448|-69.15730459853| 0.0419|4657678525440364800|   -0.0179| 0.0416|    1.666| 0.090|    0.678| 0.084| 0.000|16|16.0868|0.0010|15.5035|       |
Gaia DR2 4657678559800103296|084.45993512541| 0.0439|-69.14842151617| 0.0465|4657678559800103296|    0.0356| 0.0460|    1.670| 0.090|    0.511| 0.087| 0.000|16|16.1799|0.0017|15.7148|       |
Gaia DR2 4657678525440370816|084.45838846705| 0.0275|-69.16662136909| 0.0295|4657678525440370816|   -0.1387| 0.0291|    1.744| 0.054|    0.784| 0.059| 0.228|18|14.0093|0.0004|13.8595|       |
Gaia DR2 4657678525440372352|084.46393014906| 0.0231|-69.16296688755| 0.0242|4657678525440372352|   -0.0136| 0.0234|    1.674| 0.045|    0.736| 0.047| 0.193|18|13.4691|0.0005|13.3988|       |
Gaia DR2 4657678525418770944|084.47353443880| 0.0459|-69.17007464005| 0.0493|4657678525418770944|   -0.0256| 0.0463|    1.804| 0.095|    0.841| 0.099| 0.171|18|16.3066|0.0014|15.9863|       |
Gaia DR2 4657678559800108288|084.46267844111| 0.0328|-69.15940693854| 0.0322|4657678559800108288|   -0.0981| 0.0326|    1.669| 0.064|    0.912| 0.063| 0.135|17|12.8740|0.0007|12.8206|       |
Gaia DR2 4657678525440382080|084.47257696717| 0.0354|-69.17316735748| 0.0382|4657678525440382080|    0.0490| 0.0360|    1.521| 0.073|    0.552| 0.080| 0.149|17|15.7612|0.0007|15.4444|       |
Gaia DR2 4657678559800116352|084.47690406226| 0.0326|-69.16153277695| 0.0370|4657678559800116352|    0.0348| 0.0342|    1.732| 0.064|    0.754| 0.070| 0.300|18|13.8318|0.0006|13.7704|       |
Gaia DR2 4657678559800465152|084.45135715006| 0.0251|-69.15419900519| 0.0195|4657678559800465152|   -0.0487| 0.0204|    1.833| 0.049|    0.917| 0.039| 0.081|15|13.6940|0.0014|13.4910|       |
Gaia DR2 4657678559800465024|084.44915882344| 0.0344|-69.15409733029| 0.0273|4657678559800465024|   -0.0426| 0.0283|    1.529| 0.068|    0.883| 0.055| 0.188|15|14.1218|0.0004|13.9430|       |
Gaia DR2 4657678559800125952|084.49149576473| 0.0342|-69.16499843532| 0.0393|4657678559800125952|   -0.0756| 0.0349|    1.567| 0.070|    1.018| 0.075| 0.186|18|15.4666|0.0090|15.2350|       |
Gaia DR2 4657678559800466304|084.46640207660| 0.0330|-69.15576227694| 0.0271|4657678559800466304|    0.0201| 0.0268|    1.663| 0.068|    0.741| 0.051| 0.142|15|14.5090|0.0006|14.3596|       |
Gaia DR2 4657678731598937088|084.78811090134| 0.0480|-69.20287960661| 0.0460|4657678731598937088|   -0.0039| 0.0493|    1.760| 0.090|    0.396| 0.089| 0.000|17|16.3540|0.0010|15.7625|       |
Gaia DR2 4657678903397865856|084.71907919194| 0.0324|-69.19011932142| 0.0338|4657678903397865856|   -0.0067| 0.0327|    1.694| 0.064|    0.657| 0.065| 0.148|17|15.5203|0.0010|14.3449|       |
Gaia DR2 4657678937757603072|084.66156430342| 0.0332|-69.18895743267| 0.0349|4657678937757603072|    0.0170| 0.0335|    1.766| 0.068|    0.702| 0.066| 0.000|17|15.7892|0.0009|14.8109|       |
Gaia DR2 4657679006476818048|084.70792565478| 0.0349|-69.17856707936| 0.0374|4657679006476818048|   -0.0707| 0.0364|    1.583| 0.069|    0.641| 0.072| 0.000|18|15.9596|0.0011|15.4673|       |
Gaia DR2 4657679075196272128|084.67014870598| 0.0337|-69.16916132245| 0.0376|4657679075196272128|   -0.0122| 0.0361|    1.625| 0.066|    0.514| 0.073| 0.000|17|15.7831|0.0012|14.7663|       |
Gaia DR2 4657679006476824064|084.72653098820| 0.0315|-69.18615943464| 0.0344|4657679006476824064|   -0.0443| 0.0333|    1.494| 0.062|    0.499| 0.066| 0.000|18|15.8155|0.0009|15.1991|       |
Gaia DR2 4657679246994995712|084.76378637885| 0.0450|-69.15888670884| 0.0516|4657679246994995712|   -0.0373| 0.0483|    1.598| 0.091|    0.745| 0.094| 0.000|17|16.3772|0.0021|16.0303|       |
Gaia DR2 4657679350074459776|084.76344306907| 0.0406|-69.13842929428| 0.0416|4657679350074459776|   -0.1038| 0.0398|    1.518| 0.082|    0.534| 0.076| 0.107|17|15.8481|0.0010|15.4694|       |
Gaia DR2 4657679384433945344|084.78053651583| 0.0308|-69.12946394353| 0.0366|4657679384433945344|   -0.0923| 0.0338|    1.692| 0.061|    0.691| 0.062| 0.103|17|15.3562|0.0006|15.1149|       |
Gaia DR2 4657680239096972416|084.64893869113| 0.0426|-69.13881484268| 0.0453|4657680239096972416|    0.0031| 0.0431|    1.684| 0.084|    0.588| 0.087| 0.111|17|16.0657|0.0016|15.5216|       |
Gaia DR2 4657679453131840896|084.70083676503| 0.0272|-69.13636409262| 0.0284|4657679453131840896|   -0.0463| 0.0281|    1.524| 0.054|    0.619| 0.059| 0.089|17|14.8696|0.0007|14.4929|       |
Gaia DR2 4657679453153396992|084.70364666252| 0.0414|-69.14114160092| 0.0430|4657679453153396992|   -0.0180| 0.0416|    1.665| 0.080|    0.584| 0.083| 0.000|17|16.0167|0.0017|15.7153|       |
Gaia DR2 4657679487513112960|084.66195467287| 0.0367|-69.13738176632| 0.0298|4657679487513112960|    0.0181| 0.0325|    1.696| 0.064|    0.673| 0.056| 0.000|16|12.4812|0.0017|11.9236|       |
Gaia DR2 4657679487513113600|084.65577426375| 0.0391|-69.14524836021| 0.0426|4657679487513113600|   -0.0020| 0.0398|    1.845| 0.085|    0.579| 0.082| 0.150|16|15.9184|0.0020|14.8327|       |
Gaia DR2 4657679521872849664|084.66369815921| 0.0378|-69.13138548281| 0.0351|4657679521872849664|    0.0925| 0.0340|    1.810| 0.075|    0.527| 0.071| 0.073|16|15.5220|0.0009|14.9842|       |
Gaia DR2 4657679453153409792|084.72833070294| 0.0216|-69.14565505605| 0.0232|4657679453153409792|   -0.0667| 0.0231|    1.732| 0.043|    0.801| 0.045| 0.105|17|13.9595|0.0009|13.7344|       |
Gaia DR2 4657679448823010176|084.72108674817| 0.0434|-69.14025023414| 0.0460|4657679448823010176|   -0.0204| 0.0465|    1.648| 0.083|    0.623| 0.091| 0.110|17|16.0067|0.0012|15.6524|       |
Gaia DR2 4657679521872862592|084.68736401885| 0.0217|-69.13521046281| 0.0228|4657679521872862592|    0.0169| 0.0221|    1.672| 0.043|    0.657| 0.043| 0.000|17|14.4006|0.0010|13.8970|       |
Gaia DR2 4657679418793667200|084.70681637013| 0.0384|-69.15669341602| 0.0445|4657679418793667200|    0.0205| 0.0412|    1.759| 0.077|    0.645| 0.083| 0.225|16|15.4542|0.0009|15.3391|       |
Gaia DR2 4657679487513122048|084.67601178942| 0.0229|-69.14231902263| 0.0244|4657679487513122048|   -0.0183| 0.0235|    1.770| 0.045|    0.575| 0.049| 0.000|17|14.7563|0.0013|14.1844|       |
Gaia DR2 4657679487513117568|084.66970079789| 0.0376|-69.14025621766| 0.0413|4657679487513117568|    0.0171| 0.0388|    1.798| 0.076|    0.799| 0.084| 0.129|17|15.8397|0.0012|15.3651|       |
Gaia DR2 4657679521872856064|084.67579336259| 0.0353|-69.13449946264| 0.0399|4657679521872856064|   -0.0323| 0.0374|    1.462| 0.071|    0.823| 0.078| 0.000|16|15.7150|0.0010|14.8229|       |
Gaia DR2 4657679453153411840|084.73669234959| 0.0231|-69.14473271598| 0.0232|4657679453153411840|   -0.0068| 0.0236|    1.925| 0.044|    0.690| 0.044| 0.019|17|14.8188|0.0006|14.3570|       |
Gaia DR2 4657679556232618112|084.72357545375| 0.0381|-69.13657865505| 0.0415|4657679556232618112|    0.0321| 0.0410|    1.837| 0.076|    0.646| 0.082| 0.184|17|15.5453|0.0008|15.2021|       |
